   Step   Time    Walltime(s) Profile
18000000  90.0000   280.6086   ████████████████████████████████████████████████████
18500000  92.5000   288.3952   ████████████████████████████████████████████████████
19000000  95.0000   296.1863   ████████████████████████████████████████████████████
19500000  97.5000   303.9780   ████████████████████████████████████████████████████
20000000 100.0000   311.7639   ████████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0182   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.9455   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▄▅▆▇▇████▇▇▆▅▄▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7559   ▁▁▁▁▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇██████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁▁▁▁
1500000   7.5000    23.5655   ▁▁▁▁▁▁▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂▁▁▁▁▁▁
2000000  10.0000    31.3635   ▁▁▂▂▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▇▇▇▇████████▇▇▇▇▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂▂▂▁▁
2500000  12.5000    39.1623   ▂▂▂▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂▂▂
3000000  15.0000    46.9685   ▂▂▂▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▂▂▂
3500000  17.5000    54.7659   ▃▃▃▃▃▃▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▃▃▃▃▃▃
4000000  20.0000    62.5640   ▃▃▃▄▄▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▄▄▃▃▃
4500000  22.5000    70.3689   ▄▄▄▄▄▄▄▅▅▅▅▆▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▄▄▄▄▄▄▄
5000000  25.0000    78.1688   ▄▄▄▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▄▄▄
5500000  27.5000    85.9632   ▅▅▅▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅▅▅
6000000  30.0000    93.7609   ▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▅▅
6500000  32.5000   101.5587   ▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.4023   ▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆
7500000  37.5000   117.2094   ▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
8000000  40.0000   125.0066   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000   132.8027   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.6471   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.4430   ▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.2391   ▇▇▇▇▇▇▇▇▇▇▇████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000   164.0360   ▇▇▇▇▇▇▇▇▇████████████████████████████████████▇▇▇▇▇▇▇▇▇
11000000  55.0000   171.8358   ▇▇▇▇▇▇▇████████████████████████████████████████▇▇▇▇▇▇▇
11500000  57.5000   179.6446   ▇████████████████████████████████████████████████████▇
12000000  60.0000   187.4413   ██████████████████████████████████████████████████████
12500000  62.5000   195.2383   ██████████████████████████████████████████████████████
13000000  65.0000   203.0387   ██████████████████████████████████████████████████████
13500000  67.5000   210.8364   ██████████████████████████████████████████████████████
14000000  70.0000   218.6337   ██████████████████████████████████████████████████████
14500000  72.5000   226.4284   ██████████████████████████████████████████████████████
15000000  75.0000   234.2284   ██████████████████████████████████████████████████████
15500000  77.5000   242.0364   ██████████████████████████████████████████████████████
16000000  80.0000   249.8329   ██████████████████████████████████████████████████████
16500000  82.5000   257.6295   ██████████████████████████████████████████████████████
17000000  85.0000   265.4263   ██████████████████████████████████████████████████████
17500000  87.5000   273.2225   ██████████████████████████████████████████████████████
18000000  90.0000   281.0199   ██████████████████████████████████████████████████████
18500000  92.5000   288.8178   ██████████████████████████████████████████████████████
19000000  95.0000   296.6157   ██████████████████████████████████████████████████████
19500000  97.5000   304.4207   ██████████████████████████████████████████████████████
20000000 100.0000   312.2188   ██████████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0174   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.9329   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▅▅▆▇██████▇▆▅▅▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7368   ▁▁▁▁▁▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▇▇▇██████▇▇▇▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁
1500000   7.5000    23.5320   ▁▁▁▁▁▁▁▂▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▂▁▁▁▁▁▁▁
2000000  10.0000    31.3253   ▁▁▁▂▂▂▂▂▂▃▃▃▄▄▄▅▅▅▆▆▇▇▇██████████▇▇▇▆▆▅▅▅▄▄▄▃▃▃▂▂▂▂▂▂▁▁▁
2500000  12.5000    39.1143   ▂▂▂▂▂▂▂▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▂▂▂▂▂▂▂
3000000  15.0000    46.9133   ▂▂▂▃▃▃▃▃▃▄▄▄▅▅▅▆▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▆▅▅▅▄▄▄▃▃▃▃▃▃▂▂▂
3500000  17.5000    54.6998   ▃▃▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃▃
4000000  20.0000    62.4862   ▃▃▃▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄▄▄▄▃▃▃
4500000  22.5000    70.2853   ▄▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄▄
5000000  25.0000    78.0735   ▄▄▄▄▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▄▄▄▄
5500000  27.5000    85.8601   ▅▅▅▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅▅▅
6000000  30.0000    93.6479   ▅▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▅▅▅
6500000  32.5000   101.4332   ▆▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.2697   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆
7500000  37.5000   117.0701   ▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆
8000000  40.0000   124.8592   ▆▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
8500000  42.5000   132.6524   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.4427   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.2324   ▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.0219   ▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000   163.8128   ▇▇▇▇▇▇▇▇▇▇████████████████████████████████████▇▇▇▇▇▇▇▇▇▇
11000000  55.0000   171.5989   ▇▇▇▇▇▇▇██████████████████████████████████████████▇▇▇▇▇▇▇
11500000  57.5000   179.3962   ▇▇████████████████████████████████████████████████████▇▇
12000000  60.0000   187.1832   ████████████████████████████████████████████████████████
12500000  62.5000   194.9719   ████████████████████████████████████████████████████████
13000000  65.0000   202.7568   ████████████████████████████████████████████████████████
13500000  67.5000   210.5430   ████████████████████████████████████████████████████████
14000000  70.0000   218.3291   ████████████████████████████████████████████████████████
14500000  72.5000   226.1160   ████████████████████████████████████████████████████████
15000000  75.0000   233.8999   ████████████████████████████████████████████████████████
15500000  77.5000   241.6930   ████████████████████████████████████████████████████████
16000000  80.0000   249.4781   ████████████████████████████████████████████████████████
16500000  82.5000   257.2635   ████████████████████████████████████████████████████████
17000000  85.0000   265.0472   ████████████████████████████████████████████████████████
17500000  87.5000   272.8283   ████████████████████████████████████████████████████████
18000000  90.0000   280.6130   ████████████████████████████████████████████████████████
18500000  92.5000   288.4001   ████████████████████████████████████████████████████████
19000000  95.0000   296.1863   ████████████████████████████████████████████████████████
19500000  97.5000   303.9819   ████████████████████████████████████████████████████████
20000000 100.0000   311.7671   ████████████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0165   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.9331   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▅▆▆▇██████▇▆▆▅▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7325   ▁▁▁▁▁▁▁▁▁▁▁▂▂▂▂▃▃▄▄▅▅▆▆▇▇▇██████▇▇▇▆▆▅▅▄▄▃▃▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁
1500000   7.5000    23.5253   ▁▁▁▁▁▁▁▂▂▂▂▂▃▃▃▄▄▅▅▅▆▆▇▇▇████████▇▇▇▆▆▅▅▅▄▄▃▃▃▂▂▂▂▂▁▁▁▁▁▁▁
2000000  10.0000    31.3140   ▁▁▁▂▂▂▂▂▂▃▃▃▃▄▄▄▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▃▂▂▂▂▂▂▁▁▁
2500000  12.5000    39.1062   ▂▂▂▂▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂▂▂▂
3000000  15.0000    46.8953   ▂▂▂▃▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃▂▂▂
3500000  17.5000    54.6800   ▃▃▃▃▃▃▃▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▃▃▃▃▃▃▃
4000000  20.0000    62.4655   ▃▃▃▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄▃▃▃
4500000  22.5000    70.3115   ▄▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄▄
5000000  25.0000    78.0942   ▄▄▄▄▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▄▄▄▄
5500000  27.5000    85.8780   ▅▅▅▅▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅▅▅▅
6000000  30.0000    93.6623   ▅▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▅▅▅
6500000  32.5000   101.4504   ▆▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.2340   ▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆
7500000  37.5000   117.0292   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆
8000000  40.0000   124.8142   ▆▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
8500000  42.5000   132.6010   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.3850   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.1665   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   155.9485   ▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000   163.7343   ▇▇▇▇▇▇▇▇▇▇██████████████████████████████████████▇▇▇▇▇▇▇▇▇▇
11000000  55.0000   171.5182   ▇▇▇▇▇▇▇████████████████████████████████████████████▇▇▇▇▇▇▇
11500000  57.5000   179.3136   ▇▇██████████████████████████████████████████████████████▇▇
12000000  60.0000   187.0945   ██████████████████████████████████████████████████████████
12500000  62.5000   194.8806   ██████████████████████████████████████████████████████████
13000000  65.0000   202.6637   ██████████████████████████████████████████████████████████
13500000  67.5000   210.4464   ██████████████████████████████████████████████████████████
14000000  70.0000   218.2306   ██████████████████████████████████████████████████████████
14500000  72.5000   226.0145   ██████████████████████████████████████████████████████████
15000000  75.0000   233.7973   ██████████████████████████████████████████████████████████
15500000  77.5000   241.5931   ██████████████████████████████████████████████████████████
16000000  80.0000   249.3781   ██████████████████████████████████████████████████████████
16500000  82.5000   257.1596   ██████████████████████████████████████████████████████████
17000000  85.0000   264.9424   ██████████████████████████████████████████████████████████
17500000  87.5000   272.7251   ██████████████████████████████████████████████████████████
18000000  90.0000   280.5107   ██████████████████████████████████████████████████████████
18500000  92.5000   288.2923   ██████████████████████████████████████████████████████████
19000000  95.0000   296.0785   ██████████████████████████████████████████████████████████
19500000  97.5000   303.8685   ██████████████████████████████████████████████████████████
20000000 100.0000   311.6523   ██████████████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.0142   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     7.9665   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▄▄▅▆▆▇██████▇▆▆▅▄▄▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    15.7844   ▁▁▁▁▁▁▁▁▁▁▁▂▂▂▂▂▃▃▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▃▃▂▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁
1500000   7.5000    23.5986   ▁▁▁▁▁▁▁▂▂▂▂▂▂▃▃▃▄▄▅▅▆▆▆▇▇▇████████▇▇▇▆▆▆▅▅▄▄▃▃▃▂▂▂▂▂▂▁▁▁▁▁▁▁
2000000  10.0000    31.4019   ▁▁▁▂▂▂▂▂▂▂▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇██████████▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▂▂▂▂▂▂▂▁▁▁
2500000  12.5000    39.2556   ▂▂▂▂▂▂▂▃▃▃▃▄▄▄▄▅▅▅▆▆▆▇▇▇▇██████████▇▇▇▇▆▆▆▅▅▅▄▄▄▄▃▃▃▃▂▂▂▂▂▂▂
3000000  15.0000    47.0714   ▂▂▂▂▃▃▃▃▃▄▄▄▄▅▅▅▅▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▅▅▅▅▄▄▄▄▃▃▃▃▃▂▂▂▂
3500000  17.5000    54.8726   ▃▃▃▃▃▃▃▄▄▄▄▄▅▅▅▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃▃▃▃
4000000  20.0000    62.6739   ▃▃▃▄▄▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄▄▄▄▄▃▃▃
4500000  22.5000    70.4923   ▄▄▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄▄▄
5000000  25.0000    78.2946   ▄▄▄▄▅▅▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▅▅▄▄▄▄
5500000  27.5000    86.0977   ▅▅▅▅▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅▅▅▅
6000000  30.0000    93.9032   ▅▅▅▅▅▅▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▅▅▅▅▅▅
6500000  32.5000   101.7066   ▆▆▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000   109.5090   ▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
7500000  37.5000   117.3256   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆
8000000  40.0000   125.1308   ▆▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆
8500000  42.5000   132.9326   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   140.7328   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   148.5344   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   156.3378   ▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000   164.1416   ▇▇▇▇▇▇▇▇▇▇▇██████████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇
11000000  55.0000   171.9419   ▇▇▇▇▇▇▇▇████████████████████████████████████████████▇▇▇▇▇▇▇▇
11500000  57.5000   179.7580   ▇▇▇▇████████████████████████████████████████████████████▇▇▇▇
12000000  60.0000   187.5615   ████████████████████████████████████████████████████████████
12500000  62.5000   195.3647   ████████████████████████████████████████████████████████████
13000000  65.0000   203.1642   ████████████████████████████████████████████████████████████
13500000  67.5000   210.9655   ████████████████████████████████████████████████████████████
14000000  70.0000   218.7701   ████████████████████████████████████████████████████████████
14500000  72.5000   226.5714   ████████████████████████████████████████████████████████████
15000000  75.0000   234.3727   ████████████████████████████████████████████████████████████
15500000  77.5000   242.1868   ████████████████████████████████████████████████████████████
16000000  80.0000   249.9913   ████████████████████████████████████████████████████████████
16500000  82.5000   257.7920   ████████████████████████████████████████████████████████████
17000000  85.0000   265.5912   ████████████████████████████████████████████████████████████
17500000  87.5000   273.3926   ████████████████████████████████████████████████████████████
18000000  90.0000   281.1946   ████████████████████████████████████████████████████████████
18500000  92.5000   288.9947   ████████████████████████████████████████████████████████████
19000000  95.0000   296.7970   ████████████████████████████████████████████████████████████
19500000  97.5000   304.6103   ████████████████████████████████████████████████████████████
20000000 100.0000   312.4108   ████████████████████████████████████████████████████████████
   Step   Time    Walltime(s) Profile
      0   0.0000     0.1437   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁█▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
 500000   2.5000     8.2035   ▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▃▃▄▄▅▆▇▇██████▇▇▆▅▄▄▃▃▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁
1000000   5.0000    16.1359   ▁▁▁▁▁▁▁▁▁▁▁▁▂▂▂▂▃▃▃▄▄▅▅▆▆▇▇████████▇▇▆▆▅▅▄▄▃▃▃▂▂▂▂▁▁▁▁▁▁▁▁▁▁▁▁
1500000   7.5000    24.0709   ▁▁▁▁▁▁▁▂▂▂▂▂▂▃▃▃▄▄▄▅▅▆▆▆▇▇▇████████▇▇▇▆▆▆▅▅▄▄▄▃▃▃▂▂▂▂▂▂▁▁▁▁▁▁▁
2000000  10.0000    31.9888   ▁▁▁▂▂▂▂▂▂▂▃▃▃▃▄▄▄▅▅▅▆▆▇▇▇▇██████████▇▇▇▇▆▆▅▅▅▄▄▄▃▃▃▃▂▂▂▂▂▂▂▁▁▁
2500000  12.5000    39.9099   ▂▂▂▂▂▂▂▃▃▃▃▃▄▄▄▅▅▅▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▅▅▅▄▄▄▃▃▃▃▃▂▂▂▂▂▂▂
3000000  15.0000    47.8382   ▂▂▂▂▃▃▃▃▃▃▄▄▄▄▅▅▅▆▆▆▆▇▇▇▇████████████▇▇▇▇▆▆▆▆▅▅▅▄▄▄▄▃▃▃▃▃▃▂▂▂▂
3500000  17.5000    55.7546   ▃▃▃▃▃▃▃▄▄▄▄▄▅▅▅▅▆▆▆▆▇▇▇▇▇████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▄▄▄▄▄▃▃▃▃▃▃▃
4000000  20.0000    63.6750   ▃▃▃▄▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▇▇▇▇▇██████████████▇▇▇▇▇▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄▄▃▃▃
4500000  22.5000    71.6075   ▄▄▄▄▄▄▄▄▅▅▅▅▅▆▆▆▆▆▇▇▇▇▇▇██████████████▇▇▇▇▇▇▆▆▆▆▆▅▅▅▅▅▄▄▄▄▄▄▄▄
5000000  25.0000    79.5235   ▄▄▄▄▅▅▅▅▅▅▅▆▆▆▆▆▆▇▇▇▇▇▇████████████████▇▇▇▇▇▇▆▆▆▆▆▆▅▅▅▅▅▅▅▄▄▄▄
5500000  27.5000    87.4435   ▅▅▅▅▅▅▅▅▅▆▆▆▆▆▆▆▇▇▇▇▇▇▇████████████████▇▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▅▅▅▅▅▅
6000000  30.0000    95.3580   ▅▅▅▅▅▅▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇██████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▅▅▅▅▅▅
6500000  32.5000   103.2763   ▆▆▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇████████████████████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆▆▆
7000000  35.0000   111.1922   ▆▆▆▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆▆▆▆
7500000  37.5000   119.1267   ▆▆▆▆▆▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▆
8000000  40.0000   127.0428   ▆▆▆▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▆▆▆
8500000  42.5000   134.9579   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9000000  45.0000   142.8737   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇██████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
9500000  47.5000   150.7927   ▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇▇▇
10000000  50.0000   158.7082   ▇▇▇▇▇▇▇▇▇▇▇▇▇████████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇▇▇
10500000  52.5000   166.6239   ▇▇▇▇▇▇▇▇▇▇▇████████████████████████████████████████▇▇▇▇▇▇▇▇▇▇▇
